Jenis_Biji,Asal_Daerah,Ketinggian_Tanam_mdpl,Suhu_Roasting_C,Waktu_Roasting_Menit,Kelembapan_Persen,Skor_Cacat,Status_QC
Arabica,Sulawesi,1447.5,203.4,12.1,10.25,2.9,Approved
Arabica,Sulawesi,1432.7,208.0,11.0,11.11,2.2,Approved
Arabica,Bali,1692.1,200.5,10.3,14.66,0.5,Approved
Arabica,Sulawesi,1592.5,205.7,11.5,11.45,1.0,Approved
Arabica,Sulawesi,1264.1,206.6,13.4,10.08,3.0,Approved
Arabica,Sulawesi,1534.5,197.6,13.1,9.75,6.1,Rejected
Arabica,Sulawesi,1634.3,208.0,10.6,10.26,0.2,Approved
Arabica,Bali,1805.6,,10.3,14.27,1.5,Approved
Arabica,Jawa,1677.5,204.1,13.3,10.4,0.7,Approved
Arabica,Jawa,1652.2,211.8,10.6,12.36,0.5,Approved
Robusta,Sumatera,1051.0,204.1,12.1,10.44,1.4,Rejected
Arabica,Sulawesi,1577.7,209.2,12.2,11.39,1.9,Rejected
Arabica,Bali,1749.9,193.9,12.6,12.19,0.0,Approved
Arabica,Sumatera,1233.4,,13.7,10.14,3.0,Approved
Arabica,Sumatera,1430.1,212.5,9.5,10.04,3.4,Rejected
Robusta,Jawa,1134.7,203.6,8.2,13.49,6.7,Rejected
Arabica,Bali,1575.8,195.1,10.9,12.48,0.4,Approved
Robusta,Bali,915.7,206.4,15.6,12.19,1.8,Approved
Arabica,Bali,1380.6,197.8,16.0,12.18,1.1,Approved
Arabica,Jawa,1021.9,207.2,15.7,11.69,0.8,Approved
Robusta,Jawa,873.9,207.1,11.6,14.03,1.7,Approved
Arabica,Jawa,1682.7,200.3,8.4,11.07,3.1,Approved
Arabica,Jawa,1607.5,210.6,7.3,11.87,0.0,Approved
Arabica,Jawa,1585.6,209.0,10.8,,7.0,Rejected
Arabica,Sulawesi,1444.0,209.9,11.6,9.76,3.3,Approved
Robusta,Sulawesi,575.8,205.0,14.6,9.2,2.8,Approved
Arabica,Bali,1603.1,197.9,13.7,12.91,2.9,Approved
Arabica,Sumatera,1333.1,209.9,12.5,7.17,1.0,Rejected
Arabica,Bali,1936.8,203.6,10.2,10.4,2.8,Approved
Arabica,Sumatera,1614.1,198.1,10.1,6.51,1.0,Approved
Arabica,Jawa,1383.9,211.8,12.5,9.75,4.6,Approved
Arabica,Sumatera,1377.7,,13.4,10.26,0.4,Rejected
Arabica,Bali,1481.4,204.8,12.8,13.08,0.7,Approved
Robusta,Bali,890.4,215.8,9.9,11.59,1.6,Rejected
Arabica,Sumatera,1723.4,205.5,13.3,9.75,0.8,Approved
Arabica,Sulawesi,1537.3,203.1,12.9,12.6,1.1,Rejected
Robusta,Jawa,678.1,201.8,9.9,11.03,1.4,Approved
Arabica,Jawa,1878.1,213.2,10.4,11.06,3.9,Rejected
Arabica,Bali,1509.9,201.1,13.4,9.2,1.5,Approved
Arabica,Sulawesi,1653.8,208.7,11.5,9.51,0.9,Approved
Arabica,Sumatera,1378.4,202.2,15.2,9.76,0.6,Approved
Arabica,Jawa,1572.6,202.7,13.0,11.07,1.1,Approved
Robusta,Sulawesi,927.7,210.2,11.0,11.12,1.5,Approved
Arabica,Jawa,1122.1,203.1,12.0,13.32,2.7,Approved
Arabica,Sulawesi,1903.1,203.0,12.1,,0.3,Approved
Robusta,Sulawesi,711.2,210.7,10.5,6.94,0.5,Approved
Arabica,Bali,1420.6,213.0,10.2,11.39,1.0,Approved
Arabica,Jawa,1279.5,208.2,13.4,8.82,0.9,Rejected
Arabica,Sumatera,1569.5,201.7,13.7,9.55,1.0,Approved
Robusta,Bali,476.9,202.4,13.2,9.78,3.2,Approved
Arabica,Bali,1571.1,205.4,15.0,10.0,0.8,Approved
Arabica,Sumatera,1538.3,206.6,10.9,8.94,1.4,Rejected
Arabica,Bali,1601.2,200.1,15.3,11.31,2.0,Approved
Arabica,Sulawesi,1789.5,208.6,10.2,8.88,0.5,Approved
Arabica,Sulawesi,1613.6,205.4,10.0,11.54,2.5,Approved
Arabica,Jawa,1290.1,196.4,8.5,14.36,1.6,Rejected
Robusta,Jawa,650.2,200.4,11.1,,1.2,Approved
Arabica,Sumatera,1828.1,202.5,11.0,10.57,3.3,Rejected
Arabica,Jawa,2130.4,204.6,13.1,7.21,0.6,Rejected
Robusta,Sulawesi,858.9,214.4,12.5,10.55,4.3,Approved
Robusta,Sumatera,1038.6,206.2,9.6,11.96,1.6,Rejected
Arabica,Sumatera,1083.6,200.8,11.2,12.08,1.9,Approved
Arabica,Jawa,1610.6,206.1,11.3,11.12,4.2,Approved
Arabica,Sulawesi,1390.4,,8.4,12.33,3.4,Approved
Robusta,Sumatera,865.2,206.6,10.0,14.82,1.8,Approved
Robusta,Sulawesi,740.9,207.9,10.5,13.57,2.8,Rejected
Arabica,Sulawesi,1162.2,211.0,14.9,10.22,1.1,Approved
Robusta,Sulawesi,846.0,204.9,12.4,8.82,1.6,Rejected
Arabica,Jawa,1104.9,213.2,13.3,10.39,0.1,Rejected
Arabica,Bali,1650.2,209.5,9.0,9.58,0.2,Approved
Arabica,Bali,1087.0,201.5,14.4,11.68,3.5,Approved
Robusta,Sumatera,825.7,216.0,14.6,9.23,0.1,Approved
Arabica,Sulawesi,1084.4,206.6,8.0,10.89,0.4,Approved
Robusta,Jawa,617.4,200.8,10.6,12.26,3.2,Approved
Robusta,Sulawesi,870.2,213.3,13.0,10.85,0.0,Approved
Robusta,Sulawesi,624.5,215.4,13.3,9.58,0.7,Approved
Arabica,Jawa,1327.3,204.8,10.6,12.76,1.8,Rejected
Arabica,Bali,1493.8,202.5,11.4,8.18,1.8,Approved
Arabica,Sulawesi,1503.6,204.1,10.8,10.51,3.0,Approved
Arabica,Sulawesi,1594.5,,12.2,10.94,1.4,Approved
Arabica,Bali,1226.6,211.4,14.4,11.02,1.4,Approved
Robusta,Jawa,925.6,207.9,10.5,11.27,2.6,Rejected
Arabica,Sumatera,959.1,205.5,14.0,11.92,1.4,Approved
Arabica,Bali,1374.0,212.5,10.4,10.95,1.9,Rejected
Arabica,Sumatera,1402.3,203.4,10.3,10.45,4.6,Rejected
Arabica,Sumatera,1626.7,210.2,13.6,10.39,1.0,Rejected
Arabica,Bali,1504.5,203.6,13.8,10.08,1.0,Approved
Arabica,Sulawesi,1218.9,207.2,13.7,12.18,0.0,Rejected
Robusta,Sumatera,829.9,204.4,9.4,10.03,1.9,Approved
Arabica,Sumatera,1539.7,204.7,11.1,12.27,0.1,Approved
Robusta,Jawa,871.9,203.1,13.6,11.03,1.4,Approved
Robusta,Sulawesi,670.8,211.7,12.1,10.22,3.3,Approved
Arabica,Sumatera,1403.8,201.3,9.9,11.93,1.6,Approved
Robusta,Jawa,829.2,201.3,12.9,9.91,0.6,Approved
Arabica,Sulawesi,1396.5,,10.6,11.96,3.1,Approved
Robusta,Bali,944.6,209.9,15.6,11.32,0.6,Approved
Arabica,Bali,1934.0,193.1,15.1,10.11,2.6,Approved
Robusta,Jawa,859.9,202.2,13.2,11.79,1.9,Approved
Robusta,Bali,1173.8,195.9,14.7,11.82,0.4,Approved
Robusta,Sumatera,758.7,200.2,12.1,12.74,4.7,Rejected
Robusta,Sulawesi,752.3,189.3,13.5,12.45,0.4,Approved
Arabica,Sumatera,1436.4,204.3,15.0,11.74,9.1,Rejected
Arabica,Sumatera,1343.8,199.3,12.5,9.31,0.0,Approved
Arabica,Bali,1448.0,205.3,11.5,14.67,0.6,Rejected
Arabica,Sumatera,1819.7,196.9,8.6,8.89,0.4,Approved
Arabica,Bali,1660.4,205.4,11.8,12.42,0.0,Approved
Arabica,Sulawesi,1672.4,,13.6,11.65,2.6,Approved
Robusta,Sulawesi,736.3,212.5,13.9,9.24,2.4,Approved
Arabica,Sumatera,1269.8,212.1,13.0,10.81,3.1,Approved
Robusta,Jawa,666.4,208.9,10.9,10.88,0.6,Approved
Arabica,Bali,1338.1,203.4,8.0,12.96,1.2,Approved
Robusta,Bali,810.4,214.9,11.0,9.93,2.2,Approved
Robusta,Sumatera,929.4,197.2,11.4,10.61,1.2,Approved
Arabica,Bali,1455.7,198.0,11.4,7.5,2.4,Approved
Arabica,Bali,1495.5,204.6,13.2,13.6,2.0,Rejected
Robusta,Jawa,922.6,216.3,16.0,9.39,0.2,Rejected
Arabica,Jawa,1541.0,204.0,12.2,11.49,3.0,Approved
Arabica,Sumatera,1653.2,204.1,11.6,10.85,2.6,Approved
Arabica,Jawa,1176.8,,11.5,10.85,2.1,Approved
Arabica,Sumatera,1559.9,209.7,12.2,12.21,0.3,Approved
Arabica,Sulawesi,1686.5,209.8,10.3,13.51,0.6,Rejected
Arabica,Sumatera,1417.0,208.9,12.2,11.38,1.0,Approved
Arabica,Sulawesi,1640.1,201.9,12.9,,0.7,Approved
Arabica,Sumatera,2062.9,201.5,12.4,11.49,0.5,Approved
Robusta,Bali,598.2,198.5,12.9,12.53,3.3,Approved
Arabica,Jawa,1578.7,205.4,12.9,10.31,2.0,Approved
Robusta,Sulawesi,1006.6,199.6,8.5,12.61,1.7,Approved
Arabica,Sumatera,1536.3,199.1,13.3,12.67,0.5,Rejected
Arabica,Jawa,1592.1,202.9,10.7,12.62,5.0,Rejected
Arabica,Sumatera,1539.0,202.6,9.8,10.01,0.4,Approved
Arabica,Jawa,1296.1,202.3,9.8,10.75,3.2,Approved
Arabica,Jawa,1541.3,207.3,12.9,11.36,6.8,Approved
Arabica,Sumatera,1792.4,205.4,11.6,8.94,2.6,Rejected
Arabica,Sulawesi,1589.7,203.6,8.6,13.39,9.9,Rejected
Arabica,Sulawesi,1692.4,205.9,13.0,10.98,2.1,Approved
Arabica,Bali,1452.6,200.0,9.1,11.43,0.5,Approved
Arabica,Jawa,1650.0,205.5,12.3,10.13,0.5,Approved
Arabica,Bali,1555.9,205.8,12.5,9.01,0.8,Approved
Robusta,Bali,745.2,197.5,13.8,10.09,0.0,Approved
Arabica,Sumatera,1563.7,210.0,15.6,11.33,2.3,Approved
Arabica,Sumatera,1301.7,200.6,9.3,12.01,0.6,Approved
Robusta,Sumatera,759.1,205.5,11.9,11.24,3.4,Approved
Arabica,Jawa,1537.9,210.8,11.4,11.52,0.9,Approved
Arabica,Sumatera,1559.4,209.6,12.9,10.49,1.3,Approved
Robusta,Sumatera,930.1,205.2,12.4,11.74,6.7,Approved
Arabica,Jawa,1710.8,203.2,11.3,13.22,0.6,Rejected
Arabica,Jawa,1614.4,209.7,11.1,12.06,2.6,Approved
Arabica,Sulawesi,1359.1,208.4,9.8,12.21,2.8,Approved
Arabica,Sumatera,1192.5,201.9,14.0,11.44,0.5,Approved
Arabica,Sumatera,1471.0,201.0,12.9,8.75,1.4,Approved
Arabica,Sumatera,1410.8,194.6,13.8,9.43,0.9,Approved
Arabica,Sulawesi,1522.6,205.8,11.4,11.68,3.0,Approved
Arabica,Sumatera,1427.4,204.6,10.7,10.98,1.9,Approved
Robusta,Sulawesi,665.7,,9.8,11.66,1.3,Approved
Robusta,Bali,599.5,206.8,12.7,13.51,3.0,Approved
Arabica,Sulawesi,1438.9,211.7,9.9,12.09,0.5,Approved
Arabica,Bali,1626.7,201.5,15.7,12.89,2.8,Rejected
Arabica,Sumatera,1360.4,210.7,9.4,11.14,4.0,Approved
Arabica,Bali,1835.7,202.4,12.5,9.79,4.2,Approved
Arabica,Sulawesi,1117.7,208.9,15.1,10.91,3.1,Approved
Arabica,Jawa,1762.2,197.7,13.2,9.79,1.0,Rejected
Robusta,Bali,750.0,206.2,12.4,13.34,8.0,Rejected
Arabica,Bali,1671.9,195.1,10.1,12.19,1.0,Approved
Arabica,Sumatera,1516.0,203.7,9.2,11.78,2.0,Approved
Arabica,Sulawesi,1727.9,207.2,13.5,12.85,0.4,Approved
Arabica,Bali,1422.5,202.4,15.0,7.97,7.9,Rejected
Robusta,Bali,911.8,199.7,11.1,11.88,2.4,Approved
Robusta,Bali,814.0,209.2,9.7,9.03,2.8,Approved
Robusta,Bali,775.6,204.5,7.1,10.99,0.1,Approved
Arabica,Jawa,1544.3,202.6,10.0,10.53,2.9,Approved
Arabica,Sulawesi,1747.0,205.2,11.8,11.99,3.0,Approved
Arabica,Sumatera,1293.6,218.2,15.2,11.34,2.2,Approved
Arabica,Sumatera,1619.1,210.8,13.3,13.02,0.7,Approved
Arabica,Jawa,1382.0,210.8,12.6,10.1,1.3,Approved
Robusta,Sulawesi,835.0,207.2,11.2,12.06,0.2,Approved
Arabica,Bali,1514.5,205.8,10.8,11.24,1.3,Approved
Arabica,Jawa,1200.0,193.0,14.8,8.55,0.6,Approved
Arabica,Sulawesi,1344.2,201.6,12.4,9.62,0.9,Approved
Arabica,Bali,1770.2,202.6,7.8,10.78,0.4,Approved
Arabica,Jawa,1677.2,195.6,10.7,12.67,0.5,Approved
Robusta,Sulawesi,665.7,199.2,10.3,11.7,0.2,Approved
Robusta,Sumatera,959.4,195.1,10.9,9.25,5.0,Approved
Robusta,Sumatera,1150.7,204.8,13.1,10.79,1.5,Approved
Arabica,Sulawesi,1771.3,209.1,11.8,14.03,1.0,Rejected
Arabica,Sumatera,1459.9,210.5,11.8,11.17,1.5,Approved
Arabica,Sulawesi,1546.4,207.1,14.6,10.51,2.0,Approved
Arabica,Bali,1729.2,200.2,10.6,11.74,5.1,Rejected
Robusta,Sulawesi,610.2,195.3,15.7,12.15,0.4,Approved
Arabica,Bali,1811.8,196.2,10.7,10.32,0.7,Approved
Arabica,Jawa,1193.9,198.7,12.2,11.75,7.4,Approved
Arabica,Sulawesi,1825.9,,11.4,10.51,0.9,Approved
Arabica,Jawa,1425.5,204.2,12.2,12.08,0.0,Approved
Robusta,Sumatera,923.4,199.9,12.9,11.25,0.3,Approved
Arabica,Bali,1122.0,206.7,12.9,11.72,0.1,Approved
Arabica,Sulawesi,1409.0,203.8,10.5,9.86,9.2,Approved
Arabica,Jawa,1292.0,,9.8,9.77,0.7,Approved
Arabica,Bali,1378.5,210.7,17.0,12.42,5.1,Rejected
Robusta,Bali,822.2,199.1,11.0,10.88,11.0,Approved
Robusta,Sumatera,685.7,207.1,13.4,11.43,1.8,Approved
Robusta,Sumatera,831.6,204.9,8.8,10.54,0.1,Approved
Robusta,Bali,1029.6,203.3,11.4,12.35,0.2,Approved
Arabica,Bali,1280.9,209.4,11.7,10.09,1.3,Approved
Arabica,Sulawesi,1323.8,209.4,12.9,10.8,1.0,Approved
Arabica,Bali,1859.7,200.3,6.6,12.18,1.9,Approved
Arabica,Sulawesi,1353.0,204.1,12.3,12.76,1.2,Rejected
Robusta,Bali,581.7,206.4,9.7,10.21,5.4,Rejected
Arabica,Sumatera,1451.4,203.6,12.6,13.94,1.5,Approved
Robusta,Sulawesi,717.9,207.9,9.9,11.47,2.4,Approved
Arabica,Jawa,1714.1,206.4,10.3,9.44,4.5,Approved
Arabica,Sumatera,1754.4,214.2,11.5,11.55,0.3,Approved
Arabica,Sulawesi,1477.8,197.3,9.9,10.43,0.5,Approved
Robusta,Sulawesi,627.9,204.4,11.0,11.65,0.2,Approved
Arabica,Jawa,1488.8,200.5,9.6,10.94,0.3,Approved
Arabica,Sulawesi,1567.6,208.0,8.3,11.11,1.4,Approved
Arabica,Bali,1678.3,196.9,14.0,9.63,0.8,Approved
Arabica,Jawa,1500.8,206.7,9.4,12.49,1.1,Approved
Arabica,Sumatera,1623.8,201.8,11.6,9.27,8.1,Approved
Robusta,Sumatera,793.1,201.3,13.5,9.34,0.3,Approved
Arabica,Bali,1576.3,197.8,10.8,11.55,1.6,Approved
Arabica,Sumatera,1562.3,202.7,10.3,13.4,0.2,Approved
Arabica,Sulawesi,1196.2,210.4,12.5,10.47,0.8,Approved
Arabica,Sulawesi,973.9,204.9,14.2,12.05,1.5,Approved
Robusta,Bali,809.5,,9.7,12.61,5.9,Rejected
Arabica,Sumatera,1481.0,213.3,11.7,12.22,1.0,Approved
Arabica,Sumatera,1397.0,,8.5,10.53,0.1,Approved
Arabica,Bali,1548.7,202.2,11.2,9.36,1.0,Approved
Robusta,Jawa,1083.8,207.3,12.1,7.69,0.3,Approved
Robusta,Sumatera,667.4,202.3,10.3,10.61,0.5,Approved
Arabica,Jawa,1517.2,202.5,11.1,12.77,1.9,Rejected
Arabica,Sumatera,1350.6,197.4,9.2,9.31,0.1,Approved
Arabica,Sumatera,1698.0,209.6,12.2,12.05,1.2,Approved
Robusta,Sumatera,867.3,203.1,14.1,9.57,1.9,Approved
Arabica,Sumatera,1605.3,205.9,9.8,11.16,1.1,Approved
Arabica,Sulawesi,1404.5,199.8,10.8,12.06,0.0,Approved
Arabica,Jawa,1370.0,207.2,13.0,10.01,8.5,Approved
Arabica,Jawa,1516.8,201.2,14.4,11.26,0.9,Approved
Arabica,Sumatera,1502.6,204.3,9.0,10.38,3.0,Approved
Robusta,Sumatera,930.7,209.4,11.7,12.06,0.8,Rejected
Arabica,Jawa,1446.3,209.0,12.6,11.35,1.3,Approved
Arabica,Sulawesi,1132.7,204.9,11.8,11.08,1.0,Approved
Arabica,Bali,1413.4,196.2,7.0,13.34,0.8,Approved
Robusta,Bali,708.2,220.0,13.0,11.99,0.0,Approved
Arabica,Jawa,1440.5,213.7,15.0,9.96,0.9,Approved
Robusta,Sumatera,776.9,208.6,12.2,10.87,4.4,Approved
Arabica,Sumatera,1697.3,201.2,9.9,10.89,2.3,Approved
Arabica,Sulawesi,1357.6,204.4,11.0,11.12,0.3,Approved
Arabica,Bali,1191.4,202.3,15.5,14.79,1.8,Approved
Arabica,Sulawesi,1467.9,211.3,13.8,11.56,4.5,Approved
Arabica,Bali,1403.2,206.3,13.3,7.95,2.4,Approved
Robusta,Jawa,601.9,201.1,12.7,10.19,0.3,Rejected
Arabica,Bali,1464.9,202.6,10.7,8.1,4.0,Approved
Arabica,Sulawesi,1598.3,,11.6,10.51,0.7,Approved
Arabica,Sulawesi,1498.1,213.0,11.8,8.02,1.2,Rejected
Robusta,Sulawesi,618.5,212.6,13.1,9.69,1.5,Approved
Robusta,Jawa,1038.7,208.8,15.0,8.72,3.8,Approved
Arabica,Bali,1431.4,203.7,14.2,11.58,5.4,Approved
Robusta,Bali,944.6,188.8,9.2,11.0,5.3,Rejected
Arabica,Sulawesi,1398.2,206.5,12.4,11.45,0.0,Rejected
Arabica,Bali,1330.7,205.0,13.5,,5.1,Rejected
Robusta,Sumatera,1092.9,205.7,13.2,8.91,0.1,Approved
Robusta,Sumatera,790.8,205.3,10.7,11.77,0.6,Approved
Arabica,Sumatera,1571.9,198.4,17.8,13.88,1.4,Approved
Arabica,Bali,1969.8,207.8,9.4,11.61,1.3,Approved
Arabica,Jawa,1356.8,208.2,9.8,10.36,1.9,Approved
Robusta,Jawa,796.5,208.4,12.5,8.86,1.3,Approved
Arabica,Jawa,1487.4,209.7,16.2,9.64,5.4,Rejected
Arabica,Jawa,1579.2,208.0,10.3,11.68,0.6,Approved
Arabica,Sumatera,1552.7,202.9,11.5,12.61,0.6,Approved
Arabica,Sumatera,1756.8,204.6,14.2,11.39,5.1,Rejected
Arabica,Sulawesi,1014.7,205.5,12.0,12.2,0.2,Approved
Robusta,Bali,393.1,205.5,11.3,12.06,1.9,Approved
Arabica,Bali,1400.8,210.0,13.1,11.76,2.3,Approved
Arabica,Jawa,1719.5,208.2,12.5,10.01,1.4,Approved
Arabica,Sumatera,1186.9,215.4,14.1,11.26,2.4,Rejected
Robusta,Jawa,755.2,216.0,14.6,9.73,0.4,Rejected
Arabica,Sulawesi,1614.2,205.4,12.6,11.03,3.8,Approved
Arabica,Bali,1548.7,185.8,12.6,11.5,0.3,Approved
Robusta,Bali,635.4,211.2,12.4,13.52,1.0,Approved
Robusta,Jawa,1143.8,202.3,13.0,9.04,0.2,Rejected
Robusta,Sulawesi,1080.1,201.0,12.1,11.72,1.6,Approved
Robusta,Bali,625.7,203.0,12.0,13.22,2.2,Rejected
Arabica,Sulawesi,1374.7,202.8,14.4,12.14,5.7,Rejected
Robusta,Sulawesi,740.1,208.1,15.0,12.25,2.7,Approved
Arabica,Jawa,929.1,197.2,9.0,11.88,1.6,Approved
Robusta,Sumatera,790.5,199.6,12.0,12.95,5.4,Rejected
Robusta,Jawa,701.0,206.7,10.6,9.37,1.3,Approved
Robusta,Sumatera,947.6,208.1,11.4,8.92,1.6,Rejected
Arabica,Sulawesi,1392.4,208.2,12.8,10.99,1.8,Approved
Arabica,Sumatera,1659.6,201.1,13.3,7.76,1.1,Approved
Arabica,Sulawesi,1128.1,200.1,11.8,12.85,3.6,Approved
Robusta,Bali,666.0,,8.2,12.83,0.4,Rejected
Robusta,Bali,553.8,206.2,10.1,10.35,1.6,Approved
Arabica,Bali,1871.3,212.4,13.8,10.44,2.6,Approved
Arabica,Jawa,1403.6,194.8,6.5,10.89,4.7,Approved
Arabica,Jawa,1564.9,203.9,14.4,11.08,4.3,Approved
Robusta,Sulawesi,1005.5,198.3,13.0,11.19,1.4,Approved
Robusta,Bali,979.9,196.7,14.6,11.84,2.1,Approved
Arabica,Jawa,1669.0,209.8,11.6,10.74,1.0,Approved
Arabica,Bali,1498.9,207.7,7.9,12.41,1.3,Approved
Robusta,Jawa,1082.0,207.2,12.9,11.67,4.7,Approved
Robusta,Sumatera,878.1,209.6,14.5,10.09,5.3,Approved
Arabica,Sumatera,1604.0,202.6,13.8,13.0,4.5,Approved
Arabica,Bali,1873.8,202.8,10.7,8.96,0.3,Approved
Arabica,Sulawesi,1583.9,215.9,12.2,10.86,3.8,Rejected
Arabica,Jawa,1555.3,203.8,10.9,12.45,5.9,Approved
Arabica,Jawa,1501.7,208.7,10.4,9.92,0.9,Approved
Arabica,Sumatera,1185.8,205.0,13.9,11.46,1.5,Approved
Robusta,Sumatera,745.5,195.8,9.6,11.82,3.0,Approved
Arabica,Sulawesi,1377.8,194.8,10.2,9.71,1.7,Approved
Robusta,Sulawesi,426.8,202.1,9.8,10.89,10.1,Approved
Arabica,Sulawesi,1187.4,210.3,9.0,10.77,1.2,Rejected
Arabica,Bali,1264.1,208.9,12.3,10.17,2.5,Approved
Arabica,Sumatera,1787.0,209.6,14.3,14.45,3.1,Rejected
Arabica,Bali,1430.5,200.1,11.6,9.86,1.4,Approved
Robusta,Sumatera,686.6,213.1,9.0,12.51,3.9,Rejected
Robusta,Sumatera,854.1,200.2,13.7,10.41,1.6,Approved
Arabica,Jawa,1131.6,206.1,15.4,9.37,1.1,Approved
Arabica,Sumatera,1678.4,204.9,10.7,,0.2,Approved
Robusta,Sumatera,999.9,204.1,11.0,11.97,1.0,Approved
Arabica,Bali,1639.7,211.7,13.0,12.38,2.6,Approved
Arabica,Sumatera,1505.0,201.5,15.2,13.34,5.1,Approved
Robusta,Bali,874.7,198.3,11.0,15.42,0.6,Approved
Arabica,Sulawesi,1532.9,205.1,9.3,11.38,0.9,Approved
Arabica,Sumatera,1939.2,203.0,13.3,10.01,0.3,Approved
Arabica,Sumatera,1598.6,221.9,13.6,11.68,2.3,Rejected
Robusta,Bali,951.0,208.4,12.0,10.6,6.4,Approved
Arabica,Sulawesi,1715.1,203.0,10.9,12.39,2.0,Approved
Arabica,Jawa,1542.1,199.7,14.0,9.05,1.9,Approved
Robusta,Sulawesi,1195.7,195.6,13.1,14.55,1.6,Approved
Arabica,Bali,1281.7,,10.5,12.28,0.2,Approved
Robusta,Sulawesi,742.1,205.6,12.1,8.47,2.6,Approved
Arabica,Bali,1707.1,212.1,9.3,9.94,1.8,Approved
Robusta,Bali,1008.5,210.6,13.4,12.22,2.2,Approved
Arabica,Jawa,1784.9,206.1,11.5,12.76,4.6,Rejected
Arabica,Sumatera,1481.7,203.4,11.1,9.09,3.1,Approved
Arabica,Bali,1322.4,206.3,11.9,12.07,3.0,Approved
Arabica,Bali,1699.5,202.4,12.1,8.08,5.2,Rejected
Robusta,Jawa,916.0,213.6,13.8,10.87,9.2,Rejected
Robusta,Bali,776.3,204.1,13.2,12.67,1.7,Rejected
Arabica,Sumatera,1441.6,204.6,11.7,10.17,0.2,Approved
Arabica,Jawa,1488.0,193.9,13.5,8.74,1.2,Rejected
Robusta,Sumatera,820.9,204.0,12.8,11.22,3.1,Approved
Robusta,Sumatera,811.0,209.2,11.1,10.09,0.1,Approved
Arabica,Jawa,1100.9,199.7,11.8,11.94,0.1,Approved
Arabica,Bali,1275.8,201.2,11.7,9.67,0.1,Approved
Arabica,Sumatera,1685.9,209.0,13.0,9.84,2.6,Approved
Arabica,Sumatera,1473.6,197.6,11.3,7.97,1.4,Rejected
Arabica,Sumatera,1395.3,210.3,11.2,,0.9,Approved
Arabica,Sumatera,1228.3,202.3,15.9,10.76,0.2,Approved
Arabica,Jawa,1284.1,,13.9,9.22,2.6,Approved
Robusta,Jawa,739.5,199.4,10.5,11.29,0.8,Approved
Arabica,Sulawesi,1479.7,206.9,13.1,12.54,0.6,Rejected
Arabica,Sulawesi,1380.3,217.3,12.2,10.68,2.1,Rejected
Arabica,Sumatera,1306.7,208.9,12.8,11.4,1.6,Approved
Arabica,Bali,1486.4,200.7,12.3,11.41,0.9,Approved
Arabica,Sumatera,1572.8,210.7,14.4,9.19,2.1,Approved
Arabica,Bali,1918.6,203.4,12.7,14.08,0.6,Rejected
Arabica,Sumatera,1197.6,211.9,11.9,10.29,3.2,Approved
Arabica,Sulawesi,1731.9,209.0,14.1,11.98,0.5,Approved
Arabica,Sulawesi,1694.6,190.3,12.5,12.15,0.3,Approved
Arabica,Bali,1344.2,200.0,12.2,10.79,3.1,Approved
Robusta,Sumatera,707.6,209.7,12.6,11.91,2.5,Approved
Arabica,Bali,1408.5,205.8,11.8,11.37,0.4,Rejected
Robusta,Sulawesi,904.8,199.9,12.0,8.87,0.2,Approved
Arabica,Sumatera,1801.8,201.8,10.8,10.5,3.6,Approved
Arabica,Sumatera,1621.1,195.5,10.5,10.08,3.0,Approved
Arabica,Bali,1601.7,204.6,10.0,10.31,0.8,Approved
Arabica,Jawa,1413.9,216.1,9.2,9.04,2.1,Approved
Robusta,Bali,875.8,209.0,10.2,12.69,0.3,Approved
Robusta,Sulawesi,865.4,216.0,11.7,13.4,1.4,Rejected
Robusta,Sulawesi,621.4,209.4,12.2,12.47,0.0,Rejected
Arabica,Sulawesi,1194.6,210.1,11.5,12.91,1.0,Approved
Arabica,Sulawesi,1289.0,214.9,7.3,10.48,0.2,Approved
Arabica,Sulawesi,1525.3,206.9,15.1,10.05,1.3,Approved
Arabica,Jawa,1303.1,204.1,14.2,9.83,1.1,Approved
Arabica,Sumatera,1341.5,210.2,12.9,11.97,1.2,Approved
Arabica,Bali,1415.3,212.3,15.8,11.34,0.1,Approved
Arabica,Bali,1226.9,202.6,10.0,10.88,0.9,Approved
Arabica,Sulawesi,1305.2,201.4,15.8,12.94,2.8,Approved
Robusta,Bali,969.2,205.7,10.1,11.61,0.9,Approved
Robusta,Sulawesi,507.9,209.2,12.5,9.74,2.5,Approved
Robusta,Jawa,946.8,209.0,9.5,9.98,0.9,Approved
Arabica,Jawa,1374.0,197.9,12.0,12.02,1.1,Approved
Arabica,Sumatera,1646.4,214.6,12.8,12.56,1.7,Approved
Arabica,Jawa,1460.6,201.8,11.7,11.83,6.0,Rejected
Robusta,Jawa,804.3,,13.4,13.85,0.2,Rejected
Arabica,Sumatera,1508.9,200.5,12.2,13.45,0.1,Rejected
Arabica,Bali,1150.9,,11.0,11.66,1.9,Approved
Robusta,Sulawesi,614.1,206.2,10.9,9.74,6.0,Approved
Arabica,Sulawesi,1576.7,200.7,13.6,9.04,9.2,Rejected
Arabica,Bali,1418.1,209.3,10.7,10.42,1.3,Approved
Arabica,Sumatera,1701.2,208.8,13.8,12.13,1.3,Approved
Arabica,Bali,1274.5,204.1,14.4,13.74,2.1,Approved
Arabica,Jawa,1725.6,209.2,8.7,11.63,1.6,Approved
